eng_input,eng_label,match_using_label,match_using_sentence,heb_input,heb_label
As it does not matter who,The Killer,1,1,כפי שלא חשוב מי,הרוצח
"On the inside link, which",Link,1,1,לגבי הקישור הפנימי איזה,קישור
Not just recently accepted.,Decision,1,1,הלא רק לאחרונה התקבלה,החלטה
No harm is equal in sorrow,The King,1,1,אין הנזק שווה בצער,המלך
This invention was made for purposes,Miscellaneous,1,1,המצאה זו נעשתה למטרות,שונות
I also write on the project.,The Nurse,1,1,אני כותב גם במיזם,האחות
Almost all Swiss citizens,Speakers,0,1,כמעט כל תושבי שווייץ,דוברים
There are duplications here.,And no,1,1,יש כאן משום כפילות,ולא
Differences that I don't eat,Find,0,1,הבדלים שאני לא אוכל,למצוא
It is also known as greetings.,About him,1,1,ידוע גם כי מברכים,עליו
Stanley chooses to go to camp,Green,0,1,סטנלי בוחר לנסוע למחנה,גרין
And the value written on Charles,The oil,1,1,והערך שנכתב על שארל,השמן
The Eagle is not just any more,Bird,1,1,הנשר אינו סתם עוד,ציפור
In the journey of bringing the gate doors,From Egypt,1,1,במסע הבאת דלתות השער,ממצרים
External links State symbol,Delaware,0,1,קישורים חיצוניים סמל מדינת,דלאוור
I don't see any,Reason,1,1,אני לא רואה שום,סיבה
There is even less in it.,Meat,1,1,יש בו עוד פחות,בשר
Biography of his youth Grace was born,In town,1,1,ביוגרפיה נעוריו גרייס נולד,בעיר
Peter publicly condemned,The Murder,1,1,פטרוס גינה בפומבי את,הרצח
I don't know how much,There is,1,1,אינני יודע עד כמה,יש
"On the other hand, its status as a city",Sacred,0,1,מאידך עלה מעמדה כעיר,קדושה
Jessica's Fan Site,Simpson,0,1,אתר מעריצים של גסיקה,סימפסון
The standard of living must remain,Low,0,1,רמת החיים חייבת להישאר,נמוכה
One-third of the Earth's surface,They,1,1,שליש מפני כדור הארץ,הם
You could say that the Hebrew Wikipedia,She,1,1,אפשר לומר שוויקיפדיה העברית,היא
"In short, as Levi said",Thread,1,1,בקיצור כפי שאמר לוי,אשכול
And not to present a position,Acceptable,0,1,ולא כדי להציג עמדה,מקובלת
Deleted value even though there is,Opponents,1,1,נמחק הערך למרות שיש,מתנגדים
Even I preferred not to.,Vote,0,1,אפילו אני העדפתי שלא,להצביע
Race Track This Chapter,Luka,1,1,מסלול המירוץ פרק זה,לוקה
Political science experts will be able to,Probably,1,1,מומחים למדעי המדינה יוכלו,כנראה
Next time I'm asking you,Don't,0,1,להבא אני מבקש ממך,לא
Music Value Extended Punk,Rock,1,1,מוזיקה ערך מורחב פאנק,רוק
"In fact, most of what",You wrote,0,1,למעשה את רוב מה,שכתבת
Anyone who wants can expand,Him,0,1,מי שרוצה יכול להרחיב,אותו
To him his friend Joshua Blau,Mordechai,1,1,אליו חברו יהושע בלאו,מרדכי
If you haven't noticed,Yet,1,1,אם לא שמת לב,עדיין
The comprehensive report of,The Academy,1,1,את הדוח המקיף של,האקדמיה
These categories are used,Also,1,1,בקטגוריות אלו נעשה שימוש,גם
Other edits will be deleted without,Discussion,1,1,עריכות אחרות ימחקו ללא,דיון
Today Cambodia is a monarchy,Constitutional,0,1,כיום קמבודיה היא מונרכיה,חוקתית
I think the answer is known and all,This one.,0,1,דומני שהתשובה ידועה ובכל,זאת
It is necessary to clarify,Importance,1,1,האמנם יש צורך להבהיר,חשיבות
I don't see a reason,Don't,0,1,אני לא רואה סיבה,לא
I would be happy to help you if,There is,1,1,אשמח לעזור לך אם,יש
Can you clue me in?,Why?,1,1,אתה יכול לרמוז לי,למה
The blockage is an extreme step,Which causes,0,1,החסימה היא צעד קיצוני,שגורם
I'm not strong on the part.,This,0,1,אני לא חזק בקטע,הזה
I saw you put an edit template,And after,1,1,ראיתי ששמת תבנית עריכה,ואחרי
"In the past, my husband",Life,1,1,בעבר אף הוצעו בעלי,חיים
This grouping needs improvement,There is,1,1,מקבץ זה צריך שיפור,יש
I'd like to hear the,Your opinion,1,1,הייתי רוצה לשמוע את,דעתך
"In the United States, the film suffered.",Intermittently,1,1,בארצות הברית סבל הסרט,לסירוגין
"Of course, in such a case there will be",Necessity,0,1,כמובן שבמקרה כזה יהיה,צורך
"That same season, Riel won.",In the Championship,1,1,באותה עונה ריאל זכתה,באליפות
External links Hand biography,To the man,1,1,קישורים חיצוניים ביוגרפיה יד,לאיש
Methods for finding square root,I am,1,1,שיטות למציאת שורש ריבועי,אני
History always repeats,Herself,0,1,ההיסטוריה תמיד חוזרת על,עצמה
However the opposition parties,Received,0,1,עם זאת מפלגות האופוזיציה,קיבלו
James Clare's father,Engel,1,1,גיימס קלייר אביו של,אנגל
This week I had,Many,0,1,השבוע דווקא היה לי,הרבה
This proposal was supported by all,My Friend,0,1,בהצעה זו תמכו כל,חברי
All incomplete numbers,Between,1,1,כל המספרים הלא שלמים,בין
External links Links to discussions,About,0,1,קישורים חיצוניים קישורים לדיונים,על
All lines should be,Equals,0,1,וכל השורות צריכות להיות,שוות
What I find interesting in the cream,The Apostles,1,1,מה שמעניין בעיני במשחה,השליחים
This is a category that existed,Previously,0,1,זו קטגוריה שהייתה קיימת,בעבר
The writers in it are not necessarily,Israelis,1,1,הכותבים בו אינם בהכרח,ישראלים
The Holy See spoke before me.,Audience,1,1,הכס הקדוש נאם בפני,קהל
You can also have it all.,In frame,1,1,אפשר גם את הכל,במסגרת
Ethiopian police officers will be,Everybody.,1,1,קציני משטרת אתיופיה יהיו,כולם
With great sharpness visited by the Rabbi,Deer,1,1,בחריפות גדולה ביקר הרב,צבי
A chart called Book of the Day,The Verdict,0,1,תרשים בשם ספר יום,הדין
Especially now that it has,Abundance,1,1,במיוחד עכשיו שיש בו,שפע
The question of how the name was written,Duh,0,1,השאלה כיצד נכתב השם,דה
Nicholas is something no,Russian,0,1,ניקולאס זה משהו לא,רוסי
Another option could be,Search,1,1,אופציה אחרת יכולה להיות,חיפוש
Increasing the supply of money may,Form,0,1,הגדלת היצע הכסף עשויה,להיווצר
In the file there are images that I,Interested,1,1,בקובץ ישנן תמונות שאני,מעוניין
"However, it is important that you know",What?,1,1,עם זאת חשוב שתדע,מה
Artillery fire on civilians,He is,0,1,ירי ארטילריה על אזרחים,הוא
External links Critique on,The Book,1,1,קישורים חיצוניים ביקורת על,הספר
Biography Edward Frankel was born,For parents,1,1,ביוגרפיה אדוארד פרנקל נולד,להורים
I'm not sure until,How much,1,1,אני לא בטוחה עד,כמה
It is acceptable to add an opinion,For things,1,1,מקובל להוסיף חוות דעת,לדברים
For discussion you probably know,Gilgamesh,0,1,לדיון אתה בוודאי יודע,גילגמש
Especially when you can't compare.,Between,1,1,במיוחד שאי אפשר להשוות,בין
Continued foreign policy of,Its predecessor,1,1,המשיך מדיניות חוץ של,קודמו
Ben Peretz married to the editor,The Verdict,0,1,בן פרץ נשואה לעורך,הדין
I didn't understand which pattern,You.,1,1,לא הבנתי איזה תבנית,אתה
Most users here India,In this,1,1,רוב המשתמשים פה הודו,בזה
Wikipedia is not a forum and not,Collection,1,1,ויקיפדיה איננה פורום ולא,אוסף
Hearing absorbs sound waves,The organ,1,1,שמיעה קולט גלי קול,האיבר
It is recommended that he,Already,1,1,לערך מומלץ כי הוא,כבר
Please don't delete,It's,1,1,אנא אל תמחק את,זה
In addition to being a business writer,Foreman,1,1,בנוסף להיותו תסריטאי עסק,פורמן
Each of the values should,to be,1,1,בכל אחד מהערכים צריכה,להיות
An artistic translation has,Value,1,1,ב לתרגום אמנותי יש,ערך
"In fact, it may be two.",Twins,1,1,בעצם אולי מדובר בשני,תאומים
It was not a camp.,Concentration,1,1,לא היה זה מחנה,ריכוז
However I have,How much,1,1,עם זאת יש לי,כמה
Better Shortmer with Binwicki,About,0,1,עדיף קצרמר עם בינוויקי,על
I did like a cephalobra and just,I added,1,1,עשיתי כמו צכלברה ורק,הוספתי
Canadian Army Station Albert,She,1,1,תחנת צבא קנדה אלברט,היא
The Foreign Ministry website says,Also,1,1,באתר משרד החוץ כתוב,גם
About a thousand warriors fell during,The War,1,1,כאלף לוחמים נפלו במהלך,המלחמה
You are invited to contribute more,A little,1,1,אתה מוזמן לתרום עוד,קצת
No student value reference,Smart,1,1,אין התייחסות לערך תלמיד,חכם
And that was if I had,Power,1,1,והיה אם יהיה לי,כוח
Also comments on lack,Brightness,1,1,גם הערות על חוסר,בהירות
Hungarian if he is a boy,Adam,1,1,הונגרי אם הוא בן,אדם
Y. T. Rimon Kashrut,In the kitchen,1,1,י צ רימון כשרות,במטבח
Using Erickl is correct but,Sometimes,1,1,משתמש אריקל נכון אבל,לפעמים
"As for your last comment, I",Very,1,1,ולגבי הערתך האחרונה אני,מאוד
Because they read another hundred.,Events,1,1,כי קראו עוד מאה,אירועים
A law to commemorate the memory of,Rehoboam,1,1,חוק להנצחת זכרו של,רחבעם
Turning the name Joseph,Deb,1,1,הופכים את השם יוסף,דב
His family son Eyal Gross,He is,0,1,משפחתו בנו אייל גרוס,הוא
The location of the image if,Already,1,1,מקומה של התמונה אם,כבר
It can even be used,Base,1,1,הוא אפילו יכול לשמש,בסיס
The command was in the hands of,Richard.,0,1,הפיקוד היה בידיו של,ריצרד
"Therefore, I only passed",Names,1,1,על כן העברתי רק,שמות
The two may,Find,0,1,את שני ה אפשר,למצוא
Blockers only corrupt,After,0,1,מפעילים חוסמים משחיתים רק,לאחר
Enough to leave a profit of,Row,1,1,מספיק להשאיר רווח של,שורה
Links to Consultancy Desk Page,There is,1,1,קישורים לדף דלפק ייעוץ,יש
